"","win60s","RunName","drowsy","snTime_0","snTime_1","snTime_2","snTime_3","snTime_4","snTime_5","snTime_6","snTime_7","snTime_8","snTime_9","snTime_10","snTime_11","snTime_12","snTime_13","snTime_14","snTime_15","snTime_16","snTime_17","snTime_18","snTime_19","snTime_20","snTime_21","snTime_22","snTime_23","snTime_24","snTime_25","snTime_26","snTime_27","snTime_28","snTime_29","snTime_30","snTime_31","snTime_32","snTime_33","snTime_34","snTime_35","snTime_36","snTime_37","snTime_38","snTime_39","snTime_40","snTime_41","snTime_42","snTime_43","snTime_44","snTime_45","snTime_46","snTime_47","snTime_48","snTime_49","snTime_50","snTime_51","snTime_52","snTime_53","snTime_54","snTime_55","snTime_56","snTime_57","snTime_58","snTime_59","snTime_60","anTime_0","anTime_1","anTime_2","anTime_3","anTime_4","anTime_5","anTime_6","anTime_7","anTime_8","anTime_9","anTime_10","anTime_11","anTime_12","anTime_13","anTime_14","anTime_15","anTime_16","anTime_17","anTime_18","anTime_19","anTime_20","anTime_21","anTime_22","anTime_23","anTime_24","anTime_25","anTime_26","anTime_27","anTime_28","anTime_29","anTime_30","anTime_31","anTime_32","anTime_33","anTime_34","anTime_35","anTime_36","anTime_37","anTime_38","anTime_39","anTime_40","anTime_41","anTime_42","anTime_43","anTime_44","anTime_45","anTime_46","anTime_47","anTime_48","anTime_49","anTime_50","anTime_51","anTime_52","anTime_53","anTime_54","anTime_55","anTime_56","anTime_57","anTime_58","anTime_59","anTime_60","bnTime_0","bnTime_1","bnTime_2","bnTime_3","bnTime_4","bnTime_5","bnTime_6","bnTime_7","bnTime_8","bnTime_9","bnTime_10","bnTime_11","bnTime_12","bnTime_13","bnTime_14","bnTime_15","bnTime_16","bnTime_17","bnTime_18","bnTime_19","bnTime_20","bnTime_21","bnTime_22","bnTime_23","bnTime_24","bnTime_25","bnTime_26","bnTime_27","bnTime_28","bnTime_29","bnTime_30","bnTime_31","bnTime_32","bnTime_33","bnTime_34","bnTime_35","bnTime_36","bnTime_37","bnTime_38","bnTime_39","bnTime_40","bnTime_41","bnTime_42","bnTime_43","bnTime_44","bnTime_45","bnTime_46","bnTime_47","bnTime_48","bnTime_49","bnTime_50","bnTime_51","bnTime_52","bnTime_53","bnTime_54","bnTime_55","bnTime_56","bnTime_57","bnTime_58","bnTime_59","bnTime_60"
"1106",34,"A_M1052OM02_2S3RNA",FALSE,0.57128,1.0987,-0.527295,-1.01064,-1.34,8.583e-05,0.000128745,0.70329,-0.285685,-0.9666,-1.51615,-0.043945,0.000214499999999999,-0.043945,-0.57111,-1.6698,-1.3624,0.065939,-0.175695,-0.48352,-0.19786,0.1098385,-0.79101,-0.96666,-1.5381,-1.0986,-0.87905,-0.483395,0,0.30761,-0.8789,-0.81298,-0.65917,-0.92284,-1.0547,-1.36235,-0.791095,0.043945,-0.35156,-0.35143,-0.48339,-0.43945,-0.52734,-0.79101,-0.70312,-1.12045,-0.813085,-1.9116,-0.79101,-1.1865,-1.626,-1.1645,-1.2744,-1.582,-1.0107,-0.856925,-0.96677,-2.3071,-1.9775,-1.4941,-1.3183,0.2307,0.23142,0.23376,0.234805,0.235005,0.23494,0.234975,0.23496,0.2351,0.24463,0.25205,0.25193,0.208375,0.15993,0.041057,0.214635,0.214775,0.214845,0.232645,0.240885,0.242305,0.22049,0,0.14253,0.15802,0.163645,0.203725,0.203665,0.203575,0.20354,0.2035,0.20357,0.20418,0.204335,0.205545,0.22565,0.22561,0.22552,0.225675,0.22555,0.22606,0.22648,0.226495,0.13208,0.14685,0.187255,0.20172,0.22207,0.223395,0.224825,0.2248,0.22472,0.22482,0.22486,0.22981,0.23242,0.23239,0.232465,0.23236,0.23242,0.232495,0.18174,0.18151,0.19105,0.191005,0.18157,0.18157,0.18157,0.17212,0.18162,0.18157,0.18137,0.18155,0.181475,0.191105,0.195695,0.18634,0.191005,0.191055,0.181555,0.17695,0.181645,0.18625,0.210095,0.200505,0.20056,0.20054,0.200405,0.19108,0.19107,0.190965,0.191145,0.1911,0.191095,0.19119,0.20055,0.191045,0.19106,0.190945,0.181695,0.18172,0.186225,0.1816,0.181565,0.200535,0.200685,0.19108,0.186315,0.19114,0.191085,0.19105,0.19107,0.186265,0.190955,0.190985,0.19099,0.19107,0.181715,0.191045,0.18157,0.181625,0.19578
"1107",35,"A_M1052OM02_2S3RNA",FALSE,-0.834995,-0.483415,-1.4501,-2.54875,-1.38425,-0.96685,-1.49405,0.043945,-1.7139,-2.0215,-1.4506,-0.2638,-0.79101,-0.043945,-0.13183,-0.65896,-0.043945,-0.30757,-1.01,-0.35113,-0.17552,-0.35156,-0.70312,-0.21972,-0.96679,-1.05455,-0.26367,-0.54901,-0.13183,0.2641,-0.351815,-0.8789,-0.834955,-0.48288,-0.61523,-0.61523,-0.307185,-0.96679,-0.81324,-1.4502,-1.2744,-1.8894,-0.30761,-0.505235,-1.25215,-1.1426,-0.922885,-1.5161,-1.05505,-0.3955,-0.96594,-0.725135,-1.18685,-1.6037,-1.1426,-1.0986,-1.5381,-0.96679,-0.61523,-1.2744,-1.626,0.232515,0.232485,0.23233,0.232365,0.23239,0.23242,0.232485,0.232125,0.14877,0.193615,0.19437,0.194215,0.20537,0.20689,0.20712,0.225705,0.226525,0.226475,0.22649,0.226505,0.226495,0.226435,0.22648,0.22651,0.226565,0.226515,0.226515,0.2265,0.226415,0.226465,0.225825,0.22464,0.221405,0.22051,0.13441,0,0.19082,0.20337,0.202845,0.2035,0.204365,0.21306,0.22735,0.22974,0.22988,0.190625,0.18994,0.18996,0.193725,0.223545,0.235045,0.23502,0.235195,0.23589,0.23503,0.2348,0.16555,0.19807,0.18473,0.16129,0.16618,0.18635,0.18635,0.19116,0.19099,0.191005,0.181695,0.191025,0.181655,0.20994,0.20056,0.19133,0.19111,0.19102,0.18644,0.191075,0.18198,0.19098,0.191085,0.19107,0.19107,0.190945,0.181715,0.190935,0.18639,0.19105,0.19107,0.19095,0.19105,0.181665,0.181695,0.190945,0.19103,0.18169,0.181695,0.20044,0.20066,0.19105,0.190785,0.19101,0.200355,0.191075,0.20053,0.181965,0.19103,0.19102,0.19585,0.20043,0.20056,0.2004,0.19115,0.19111,0.19114,0.19093,0.18165,0.19118,0.18632,0.20014,0.191085,0.191085,0.20053,0.20043
"1108",36,"A_M1052OM02_2S3RNA",FALSE,-1.582,-1.1865,-1.6699,-1.25245,-1.0768,-1.4502,-2.1533,-2.1533,-1.23045,-1.6482,-1.7139,-1.7578,-2.5049,-1.6695,-2.02165,-1.1205,-1.4062,-1.2744,-1.3183,-2.0654,-2.5049,-1.20795,-1.4285,-1.0986,-2.0654,-1.8891,-1.7139,-0.65926,-0.70312,-0.57124,-0.395375,-0.13153,-0.30761,-0.57128,-0.21972,0.15411,-0.065789,-0.96627,-1.2087,-0.483095,-0.527255,0.043944905,-0.46172,-0.43945,-0.70312,0.813235,-0.768735,-1.9333,-0.48339,0.19788,-0.10986,-0.43945,-0.351775,-0.54927,-1.6698,-1.2305,-0.461335,-0.17578,-0.2635,0.417475,-0.92319,0.20681,0.214685,0.21483,0.21546,0.21542,0.216195,0.216305,0.21623,0.21505,0.1836,0.183735,0.217965,0.22434,0.23321,0.201425,0.19269,0.210975,0.211225,0.211055,0.211225,0.221155,0.221335,0.222125,0.22212,0.22205,0.188935,0.211835,0.216285,0.22052,0.22398,0.22395,0.223925,0.223925,0.22389,0.22421,0.236685,0.23911,0.239295,0.23923,0.239215,0.239175,0.239285,0.24004,0.240105,0.239595,0.135435,0.16038,0.160915,0.193655,0.19337,0.193325,0.193335,0.193245,0.19364,0.211205,0.21297,0.2137,0.21395,0.243025,0.244455,0.24438,0.20056,0.19091,0.191095,0.19111,0.19563,0.191285,0.20044,0.19135,0.19118,0.200465,0.20056,0.19107,0.1915,0.19107,0.2,0.20056,0.191095,0.19115,0.19107,0.20056,0.19107,0.191555,0.19121,0.19139,0.20029,0.2051,0.191105,0.19104,0.191205,0.18195,0.19107,0.19107,0.19113,0.19104,0.19107,0.18163,0.19106,0.1816,0.19105,0.18177,0.191455,0.18164,0.18167,0.181695,0.18632,0.20056,0.200315,0.20061,0.19156,0.191125,0.19596,0.19114,0.200485,0.19105,0.19107,0.1911,0.191105,0.19101,0.181705,0.18178,0.20998
"1109",37,"A_M1052OM02_2S3RNA",FALSE,-0.57128,-1.0107,-1.1862,-0.57128,-0.571285,-0.109605,0.26337,-0.3955,-1.0986,-1.6482,-1.8896,0.131965,0.83495,-0.48339,-0.48339,-1.05425,-1.4941,-0.43945,-0.30761,-0.30761,-0.72501,-1.2305,-0.68102,-1.0547,-0.92284,-0.659045,-0.46125,-0.61523,-0.61523,-0.90087,-1.8679,-0.923575,-0.0876345,-0.08789,-0.944945,-0.48339,-1.0329,-1.42845,-1.2744,-0.681145,0.1099505,0.0440735,-0.593515,-0.83495,-0.26367,-0.834525,-1.14235,-0.241695,0.747065,-0.74706,-0.0440735,-0.615485,0.6157,0,-0.746545,-1.23005,-1.1865,0.021715,0.132135,-0.43945,0.13183,0.24433,0.24442,0.244365,0.2444,0.244305,0.24441,0.24602,0.24602,0.246405,0.246885,0.246865,0.246895,0.2469,0.246755,0,0,0.15528,0.174975,0.17431,0.174665,0.174615,0.24189,0.222025,0.165535,0.196515,0.21115,0.21111,0.211125,0.19577,0.218585,0.221395,0.22137,0.22133,0.22132,0.22139,0.17276,0,0.14826,0.241295,0.240445,0.240205,0.240045,0.240125,0.23952,0.186795,0.186455,0.202605,0.21651,0.21634,0.21698,0.217065,0.21743,0.21792,0.21799,0.218,0.217945,0.21786,0.18852,0.188135,0.1883,0.1906,0.18174,0.18639,0.18159,0.18157,0.18157,0.1816,0.18152,0.181515,0.18162,0.18169,0.186615,0.18157,0.17703,0.18621,0.20996,0.191075,0.191165,0.19103,0.200375,0.20031,0.200725,0.20056,0.19107,0.200855,0.20057,0.19107,0.191115,0.19116,0.19612,0.19123,0.190955,0.191,0.182,0.18608,0.19107,0.200625,0.209875,0.20995,0.19107,0.19094,0.19129,0.19107,0.18159,0.1911,0.19112,0.191095,0.199705,0.186265,0.18168,0.19584,0.19125,0.191225,0.19105,0.18157,0.19101,0.19104,0.19107,0.200395,0.19115,0.191215,0.21005
"1110",38,"A_M1052OM02_2S3RNA",FALSE,1.23,-0.81281,-1.05465,-0.198005,0.0659175,-0.37319,-0.92284,-1.01035,-1.802,-1.44985,-1.8679,-1.4062,-1.7139,-1.6039,-2.35085,-1.0772,0.043945,-1.25275,-2.417,-2.417,-2.373,-0.79101,-0.8789,-2.08715,-1.88995,-1.4062,-0.92284,-1.5382,-1.5382,-1.1865,-1.626,-1.3623,-1.582,-1.0327,-0.988445,-0.57103,-1.0547,-0.83495,-0.92284,-1.1865,-1.0986,-0.043945,-0.351815,-1.956,-1.3841,-0.3955,-0.13179,-0.59321,-1.0107,-1.09845,-0.8789,-0.26367,-0.52734,-0.79101,-1.4064,-0.52734,-1.0109,-0.70312,-0.834525,-1.582,-1.0104,0.19888,0.224795,0.225675,0.22564,0.22558,0.225425,0.1839,0.18335,0.208395,0.20867,0.208655,0.226945,0.235055,0.234975,0.23488,0.23502,0.235035,0.23503,0.234925,0.23508,0.234895,0.165615,0.180575,0.23083,0.23081,0.23081,0.230755,0.230645,0.23073,0.183905,0.181385,0.18286,0.216985,0.21766,0.218575,0.21884,0.233195,0.233385,0.232795,0.16844,0,0.14873,0.17463,0.180125,0.179855,0.258685,0.24822,0.2332,0.23321,0.233285,0.23412,0.23415,0.234,0.234205,0.234285,0.2422,0.24334,0.24283,0.242595,0.2426,0.24249,0.19105,0.19107,0.19099,0.191195,0.19107,0.19107,0.200395,0.20052,0.19107,0.191095,0.19102,0.191085,0.191085,0.19125,0.19107,0.1912,0.19106,0.18612,0.19107,0.191095,0.181915,0.20056,0.200715,0.191065,0.191075,0.200215,0.195655,0.19115,0.190935,0.19106,0.20041,0.2006,0.20043,0.19118,0.2005,0.20056,0.191235,0.19108,0.191245,0.2006,0.219155,0.191525,0.191175,0.20056,0.200755,0.200365,0.19088,0.2006,0.19122,0.195665,0.19118,0.19107,0.18163,0.1912,0.19116,0.19104,0.19102,0.19103,0.195725,0.19089,0.19129
"1111",39,"A_M1052OM02_2S3RNA",FALSE,-0.70303,-1.42815,-0.46185,-0.24127,-0.61493,-0.39546,-0.48339,-3.4277,-0.26354,-0.197455,-0.85727,-1.31845,-0.08789,-0.30761,-1.20855,-1.25265,-0.395415,-0.96679,-0.6372,-1.01065,-1.3623,-0.285385,-1.075785,-1.18695,-0.43945,-0.48327,-0.13183,-1.05465,-1.2526,-0.878685,-0.571585,-0.57107,-0.615015,-0.39576,-1.2527,-1.2305,-0.505365,-1.1426,-0.61566,-0.483825,-0.70312,-1.2084,-1.0107,-0.088448,-1.09885,-2.5046,-1.53805,-1.16455,-0.571155,-0.329155,-0.35156,-0.57128,-0.74706,-1.0547,-1.0547,-0.92284,0.3955,0.3955,0.3955,0.3955,0.3955,0.24264,0.242635,0.242655,0.242485,0,0.153015,0.19899,0.198745,0.198485,0.19842,0.198475,0.21762,0.18627,0.18548,0.215145,0.215445,0.21546,0.215445,0.2219,0.22284,0.22308,0.22303,0.22311,0.22311,0.22305,0.22349,0.144575,0.19586,0.23421,0.23414,0.23414,0.19612,0.211115,0.21282,0.215755,0.223975,0.223695,0.12392,0.0913385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19108,0.19107,0.19087,0.186425,0.20994,0.200735,0.191245,0.200585,0.20066,0.209875,0.20065,0.20056,0.200185,0.20051,0.200225,0.19107,0.200585,0.19107,0.19587,0.19591,0.191345,0.19115,0.19115,0.191235,0.19617,0.19107,0.20063,0.2054,0.19097,0.191485,0.19106,0.191075,0.209865,0.200185,0.200485,0.191235,0.19107,0.219385,0.2098,0.9672,6.8685,7.6047,9.36985,10.167,12.022,15.0835,18.5385,18.548,13.423,14.671,15.046,14.9365,12.54,9.63055,9.45045,10.8505,11.206,13.081,14.4475,14.4985,14.344
"1112",30,"A_M1052OM02_3S1RNA",FALSE,0.8789,-0.307485,-0.725135,-0.4396,-0.747065,0.065832915,-0.37353,-0.30761,-0.988745,-0.74715,-0.43945,-0.109755,-0.791115,-1.7139,-1.14265,-0.57128,-1.3623,-1.07655,-0.52747,-1.45015,-1.0985,-1.27425,-1.49425,-0.856925,-1.07665,-1.56015,-1.14245,-0.81311,-0.505365,-1.47225,-1.626,-1.4502,-0.8789,-0.83495,-1.0547,-0.944815,-1.60395,-1.03255,-0.43945,0.2856,1.1871,-0.81311,-0.96679,-1.7139,-0.28564,1.1643,0.263755,-0.85703,-0.791055,-0.725155,-1.6478,2.0215,1.3623,-1.4061,-1.97755,-0.87916,1.27455,-1.2744,-0.1318355,-0.26358,-0.769035,0.23074,0.230825,0.242625,0.24258,0.242685,0.242665,0.242665,0.242735,0.242595,0.242665,0.242465,0.201405,0.237775,0.240275,0.2672,0.268215,0.268215,0.24372,0,0,0,0,0.1323,0.20361,0.201935,0.200925,0.143835,0.16004,0.20205,0.202325,0.204685,0.205245,0.20529,0.20526,0.205155,0.2053,0.205205,0.20528,0.20687,0.20688,0.20685,0.22791,0.2282,0.22818,0.20537,0.182325,0.185525,0.188175,0.18821,0.188685,0.20448,0.20528,0.20621,0.2078,0.2123,0.213005,0.212925,0.212855,0.21293,0.21932,0.219625,-0.021171,-0.016499,-0.016425,-0.021115,-0.016425,-0.0258885,-0.016471,-0.016425,-0.016434,-0.0167955,-0.0258235,-0.021157,-0.016402,-0.016439,-0.0165455,-0.0211565,-0.016425,-0.016541,-0.0069145,-0.00703505,-0.0069748,0.00235465,-0.002076,-0.00692845,0.00286445,0.00254005,0.0024381,0.011916,-0.016402,0.00258175,0.00254,0.00254,0.0025447,0.00242415,-0.00665965,-0.0069331,-0.00693775,-0.0069331,-0.0069331,-0.0069331,-0.0069331,-0.0069099,-0.0069331,-0.0069331,-0.0069331,0.0024798,-0.00691915,-0.0069331,-0.00679405,-0.006896,-0.00689135,-0.0163925,-0.00694235,-0.00691455,-0.006947,-0.0073502,-0.0164205,-0.00690065,-0.0069748,-0.01636,-0.0069472
"1113",31,"A_M1052OM02_3S1RNA",FALSE,-0.48324,-0.35156,-0.527235,-2.4387,-3.7793,-0.43945,-1.3184,-2.4168,-3.1643,-2.3291,-1.99965,-0.94477,-0.90096,-1.8895,-3.88915,-2.1091,-0.3955,-1.8676,-1.29635,-2.98835,-2.1093,-1.77975,-2.0213,-0.878985,-1.9774,-2.90035,-2.26305,-1.8457,-1.1426,-1.2305,-1.7798,-0.8789,-1.53815,-1.582,-1.58195,-1.626,-1.67,-1.16465,-0.593345,-0.57128,-2.1753,-2.0216,-3.3178,-3.318,0.0877805,-0.30761,-1.23035,-1.34005,-1.7578,-0.74706,-0.74706,-1.9775,-1.34025,-0.46142,-0.92284,-0.92284,-0.461315,-0.92293,-1.09855,-1.2085,-0.17578,0.21976,0.21964,0.21964,0.219695,0.21978,0.219605,0.219735,0.21964,0.21966,0.219645,0.22111,0.239215,0.23933,0.247745,0.249525,0.249525,0.249455,0.24907,0.173055,0.204615,0.22719,0.2274,0.22757,0.22821,0.22815,0.228235,0.227725,0.178485,0.22366,0.224005,0.2238,0.184135,0.15552,0.221085,0.221415,0.170975,0.1459,0.190365,0.208165,0.20782,0.208235,0.223945,0.223945,0.223925,0.223915,0.224065,0.22476,0.224785,0.224815,0.224635,0.22443,0.205515,0.20515,0.205215,0.20522,0.20518,0.20522,0.20519,0.20515,0.20526,0.204785,-0.016388,-0.0069331,-0.00690065,-0.006947,-0.00688675,-0.0117762,-0.0163875,-0.0069331,-0.00694235,0.00244735,-0.00695165,-0.016425,-0.00695165,-0.0069331,-0.00220115,-0.00698405,-0.00703965,-0.0069609,0.0024149,0.0025308,-0.0069238,-0.016323,-0.0068219,-0.0021409,-0.0069331,-0.00215945,-0.0069006,0.0119715,-0.00702575,-0.0069331,-0.0069331,0.00253075,0.0025586,-0.0068821,-0.006896,0.012087,0.0119855,0.0025586,-0.00694235,-0.00689135,0.007258,-0.00260905,0.00257715,0.01205,-0.016332,-0.00697945,-0.0068682,-0.00693775,-0.0069238,-0.00699335,-0.006896,-0.0022151,-0.0021826,-0.006947,-0.00693775,-0.0069331,-0.006896,0.0025632,-0.0021873,-0.00213165,0.00747585
"1114",32,"A_M1052OM02_3S1RNA",FALSE,-0.571435,-0.83495,-0.856925,-1.03275,-0.76908,-0.966765,-1.3183,-0.7252,-1.0766,-1.34045,0.637205,-0.83517,-1.582,-0.856865,-1.0986,-0.72494,-1.07665,-0.83495,-0.83495,0.54944,0.6154,-0.61536,-1.4719,-0.65911,0.769035,0.1758,-0.8789,-0.83495,0.175545,-0.637115,-1.29635,-0.19801,-0.022058245,0.37353,-1.86755,-1.0327,1.0107,-0.43945,-0.83489,-0.307485,-0.96679,0.527425,-0.48339,-1.3621,-1.0547,-1.0986,-0.48339,0.834865,-0.857015,-1.3624,-0.81311,-0.72518,-0.8789,-0.83495,-0.8789,-0.57128,-0.505195,-0.70312,-1.0986,-0.76904,-1.1865,0.20523,0.216305,0.21715,0.217125,0.21749,0.21805,0.18312,0.147215,0.193085,0.20631,0.206105,0.20616,0.206525,0.20698,0.2069,0.2069,0.207155,0.2094,0.20941,0.20966,0.266545,0.266075,0.24193,0.241395,0.217125,0.21693,0.217305,0.21692,0.21707,0.21712,0.216925,0.216955,0.195055,0.23004,0.23424,0.2357,0.250335,0.25099,0.209805,0.209305,0.20952,0.2095,0.2093,0.212905,0.21976,0.219025,0.218725,0.218865,0.218855,0.21886,0.2188,0.21886,0.21882,0.21863,0.154915,0.167325,0.22831,0.229255,0.232355,0.233165,0.23314,-0.0070536,-0.0069192,-0.00697015,-0.00681255,-0.0069331,-0.006947,-0.0069516,0.012013,-0.00694235,-0.00687285,-0.00697015,-0.00224285,-0.0069331,-0.0070165,-0.00694235,-0.00692845,-0.00695625,-0.016374,-0.01172975,-0.0068404,-0.0164805,-0.0069192,-0.00690065,-0.016332,-0.0163275,-0.0163695,-0.016323,-0.016267,-0.00693775,-0.016267,-0.0069053,-0.016281,-0.0069516,-0.0164525,-0.00698405,-0.00696555,-0.0259075,-0.01170205,-0.00673845,-0.00701185,-0.00697945,-0.016388,-0.00694235,-0.00694235,-0.007086,-0.006947,-0.00702575,-0.006896,-0.0069331,-0.016355,-0.00699335,-0.01158155,-0.01163245,-0.0069331,0.00257715,-0.0068775,-0.0070304,-0.016374,-0.0069841,-0.016272,0.00729965
"1115",33,"A_M1052OM02_3S1RNA",FALSE,-0.92284,-1.0547,0.26367,-0.571095,-0.593255,-1.38415,-2.1533,-1.14275,1.582,-2.1094,-1.42805,-0.9228,-0.65917,-1.09845,-0.922735,-1.3183,-0.6157,-0.61523,0.483285,-1.23055,-1.14265,-0.98869,-1.1426,-0.61523,-0.703075,-0.70312,-0.15381,-1.0986,-1.0547,-0.8789,-0.8789,-0.8789,-0.43945,-1.2744,-1.2305,0.417565,0.39535,-1.2964,-0.57128,-1.1426,-1.93355,2.28515,-0.57126,-1.3183,-1.4942,-0.0878685,-0.26367,-0.52734,-0.263565,-0.70312,-1.1206,-1.4941,-1.1426,0.087761,0.08789,1.0986,-2.0654,-0.681145,-1.2744,-0.3955,-0.571005,0.233315,0.233275,0.233235,0.2333,0.23322,0.23329,0.2237,0.22054,0.22257,0.23018,0.231565,0.2315,0.178065,0.177105,0.22077,0.221535,0.23167,0.237665,0.240995,0.253675,0.252835,0.25292,0.252775,0.252925,0.25373,0.253425,0.233715,0.2327,0.222215,0.209505,0.208665,0.20857,0.20873,0.20862,0.208435,0.208625,0.2086,0.20858,0.208675,0.208375,0.188135,0.188015,0.190545,0.20692,0.19679,0.19573,0.19721,0.197545,0.19761,0.197515,0.198545,0.19843,0.198475,0.1985,0.19846,0.19837,0.198335,0.199035,0.228195,0.227865,0.21666,-0.0164015,-0.00702115,-0.0069331,-0.016383,-0.01168815,-0.0164015,-0.00699335,-0.0164435,-0.016091,-0.0069841,-0.0069841,-0.016425,-0.0069099,-0.0116929,-0.0070165,-0.00681725,-0.0161885,-0.0069748,-0.016411,-0.00703505,-0.0068682,-0.0163695,-0.0164665,-0.0164155,-0.021129,-0.01648,-0.0070536,-0.00703505,-0.016406,-0.0163925,-0.00702575,-0.01623,-0.00694235,-0.006947,-0.0069238,-0.0069331,-0.0069331,-0.0069192,-0.006896,-0.0070397,0.0072074,-0.00700725,-0.0117205,-0.0068404,0.0025076,-0.00695165,-0.0069609,-0.0069331,-0.00698405,-0.0067848,-0.0068172,-0.00689135,-0.00687285,-0.0069099,-0.016267,-0.0069331,0.01193,-0.00677085,-0.016425,-0.0161005,0.0025864
"1116",34,"A_M1052OM02_3S1RNA",FALSE,-0.57148,-0.81307,-0.48333,-0.593385,-0.0439235,0.153935,0.17578,-1.4498,-1.31815,-0.08774,0.395805,-1.38425,-0.96679,-0.83495,0.30761,-0.043859,-1.1426,-1.2305,-0.3955,0.63729,-0.3955,-1.010865,-1.38425,-2.0654,0.26369,1.2744,-0.658915,-1.2084,-1.56015,-0.90089,1.0766,0.04390217,-1.97755,-1.3183,-1.3183,-1.1426,0.74683,0.52734,-1.64775,-1.29625,-0.088105,-0.81313,-1.7357,-1.9116,-0.439195,0.834955,-1.626,-1.538,-1.40645,-1.2744,-1.472,-1.29625,-0.59319,-1.1865,-1.1866,-1.60415,-1.4941,-1.71385,-1.8896,0.043902,1.38425,0.216415,0.21625,0.21618,0.21634,0.216255,0.21635,0.21623,0.216345,0.21619,0.216195,0.216335,0.21638,0.21616,0.21618,0.216325,0.21632,0.216305,0.21621,0.21632,0.21625,0.21642,0.2162,0.21635,0.216275,0.216245,0.21638,0.216285,0.21628,0.216225,0.216295,0.216335,0.216315,0.216235,0.21637,0.216275,0.216255,0.216305,0.21634,0.216235,0.216215,0.213855,0.23555,0.240865,0.23376,0.208695,0.20855,0.208265,0.207835,0.20851,0.208595,0.208585,0.20855,0.239925,0.24852,0.191335,0.19668,0.217065,0.217125,0.22752,0.22834,0.22797,0.00234535,-0.0069331,-0.0164155,-0.016272,-0.0163415,-0.0164205,-0.0069238,-0.006947,-0.00699335,-0.016388,-0.0069099,-0.016351,-0.00693775,-0.0067894,-0.0118272,-0.00703505,-0.0069099,-0.0021131,-0.0070119,-0.016267,-0.0162995,-0.00704895,-0.0115768,-0.0069331,-0.00703505,-0.0118088,-0.00690525,-0.0069609,-0.0069331,-0.0070814,-0.0070443,-0.01168835,-0.0116559,-0.0069331,-0.0071092,0.00253075,-0.016365,-0.0069331,-0.00669205,-0.0164155,-0.016295,-0.007086,-0.00694235,-0.0070072,-0.0069609,-0.0069609,-0.0070304,-0.00698405,-0.006947,-0.0069887,-0.0069238,-0.0068682,-0.0069238,-0.00698405,0.0025725,-0.00690065,-0.0163505,-0.0070026,-0.0069331,-0.0117021,-0.007063
"1117",35,"A_M1052OM02_3S1RNA",FALSE,-0.307505,-1.49425,-1.2305,-2.0654,-1.2744,-1.2963,-1.6699,-0.373535,-0.65917,-1.4941,-2.1533,-2.2412,-1.2525,1.71385,0.812555,-1.0331,-1.84585,-1.73585,-1.23065,0.637935,-1.2305,1.38425,-0.83478,-0.85684,0.08789,-0.81298,-1.5381,-0.74706,0.043945,0.043945,-0.21968,-1.31855,-0.988775,-0.703295,-0.43945,0.0880615,-0.81298,-0.96679,-1.8017,-1.7144,-1.07655,-0.74685,0.48339,-1.20835,-1.8017,-2.46065,-2.08695,1.8241,-2.26215,-1.9335,-1.9336,-0.241825,0.79101,-2.3291,-1.0107,-1.40655,-1.2525,-1.2744,-1.45015,-1.18645,-1.01,0.227935,0.20564,0.22325,0.224795,0.224765,0.224775,0.22504,0.23155,0.23159,0.231555,0.23125,0.22751,0.227335,0.22729,0.22743,0.22687,0.22615,0.20414,0.20263,0.202745,0.21531,0.21629,0.21626,0.216225,0.202235,0.200955,0.178985,0.17884,0.0979185,0,0.20556,0.22563,0.225035,0.224895,0.23363,0.2342,0.234195,0.234135,0.234135,0.23409,0.234155,0.23417,0.234205,0.23408,0.234185,0.234155,0.234065,0.2259,0.22553,0.225335,0.224575,0.223925,0.22404,0.22304,0.215325,0.21414,0.182,0.165135,0.177585,0.200345,0.23053,-0.016383,-0.00692385,-0.00690065,-0.0069331,-0.0164205,-0.00692845,-0.016425,-0.0069748,-0.016128,-0.00716485,-0.016314,-0.0162395,-0.016091,-0.0163695,-0.0164525,-0.016703,-0.016202,-0.0022336,-0.0162395,-0.0070165,-0.0070999,-0.0117719,-0.0163415,0.00237315,-0.0162395,-0.0068219,-0.0069238,-0.016036,-0.0068126,-0.00697945,-0.016314,-0.0162765,-0.0068404,-0.00702575,-0.0117624,-0.0163045,-0.016054,-0.016425,-0.00725755,-0.0069702,-0.016258,-0.0070443,-0.007137,-0.0069887,-0.0070721,-0.01623,-0.00730385,-0.0163135,-0.01170675,-0.0071277,-0.00697945,-0.0165455,-0.00715555,-0.01174375,-0.00718335,-0.0163045,-0.0070536,-0.0072297,-0.0069702,-0.00694235,-0.025917
